# t_pr   N      a     H/m         f              df/m        energy_pr         E        epsilon       eta
# -----------------------------------------------------------------------------------------------------------------
29.552  55.974  2037831264818365863034880.000  1.16597  -2.8708040e+00  +7.9792992e-03  +9.821e-49  +1.000e+00  +2.342e-05  -5.843e+00
29.554  55.976  2042588914945236962115584.000  1.16597  -2.8707881e+00  +7.9251326e-03  +9.775e-49  +1.000e+00  +2.310e-05  -5.840e+00
29.556  55.979  2047357672326679895212032.000  1.16597  -2.8707723e+00  +7.8713603e-03  +9.730e-49  +1.000e+00  +2.279e-05  -5.838e+00
29.558  55.981  2052137562896680810971136.000  1.16597  -2.8707567e+00  +7.8179795e-03  +9.685e-49  +1.000e+00  +2.248e-05  -5.835e+00
29.560  55.983  2056928612649744094724096.000  1.16597  -2.8707411e+00  +7.7649874e-03  +9.640e-49  +1.000e+00  +2.218e-05  -5.832e+00
29.562  55.986  2061730847641035981455360.000  1.16597  -2.8707256e+00  +7.7123811e-03  +9.595e-49  +1.000e+00  +2.188e-05  -5.829e+00
29.564  55.988  2066544293986521994756096.000  1.16597  -2.8707102e+00  +7.6601578e-03  +9.550e-49  +1.000e+00  +2.158e-05  -5.826e+00
29.566  55.990  2071368977863113512583168.000  1.16597  -2.8706950e+00  +7.6083149e-03  +9.506e-49  +1.000e+00  +2.129e-05  -5.823e+00
29.568  55.993  2076204925508808964308992.000  1.16597  -2.8706798e+00  +7.5568495e-03  +9.461e-49  +1.000e+00  +2.100e-05  -5.820e+00
29.570  55.995  2081052163222835027771392.000  1.16597  -2.8706647e+00  +7.5057590e-03  +9.417e-49  +1.000e+00  +2.072e-05  -5.817e+00
29.572  55.997  2085910717365792658161664.000  1.16597  -2.8706498e+00  +7.4550405e-03  +9.374e-49  +1.000e+00  +2.044e-05  -5.813e+00
29.574  56.000  2090780614359799627251712.000  1.16597  -2.8706349e+00  +7.4046915e-03  +9.330e-49  +1.000e+00  +2.017e-05  -5.810e+00
29.576  56.002  2095661880688633331056640.000  1.16597  -2.8706201e+00  +7.3547092e-03  +9.287e-49  +1.000e+00  +1.989e-05  -5.807e+00
29.578  56.004  2100554542897877892464640.000  1.16597  -2.8706055e+00  +7.3050911e-03  +9.243e-49  +1.000e+00  +1.963e-05  -5.804e+00
29.580  56.007  2105458627595064284545024.000  1.16597  -2.8705909e+00  +7.2558344e-03  +9.200e-49  +1.000e+00  +1.936e-05  -5.801e+00
29.582  56.009  2110374161449820922839040.000  1.16597  -2.8705765e+00  +7.2069366e-03  +9.158e-49  +1.000e+00  +1.910e-05  -5.798e+00
29.584  56.011  2115301171194014057103360.000  1.16597  -2.8705621e+00  +7.1583950e-03  +9.115e-49  +1.000e+00  +1.885e-05  -5.795e+00
29.586  56.014  2120239683621894337069056.000  1.16597  -2.8705478e+00  +7.1102072e-03  +9.072e-49  +1.000e+00  +1.859e-05  -5.791e+00
29.588  56.016  2125189725590245525684224.000  1.16597  -2.8705337e+00  +7.0623705e-03  +9.030e-49  +1.000e+00  +1.834e-05  -5.788e+00
29.590  56.018  2130151324018528380518400.000  1.16597  -2.8705196e+00  +7.0148824e-03  +8.988e-49  +1.000e+00  +1.810e-05  -5.785e+00
29.592  56.021  2135124505889027487956992.000  1.16597  -2.8705056e+00  +6.9677403e-03  +8.946e-49  +1.000e+00  +1.786e-05  -5.781e+00
29.594  56.023  2140109298246997828960256.000  1.16597  -2.8704917e+00  +6.9209419e-03  +8.905e-49  +1.000e+00  +1.762e-05  -5.778e+00
29.596  56.025  2145105728200813760741376.000  1.16597  -2.8704779e+00  +6.8744846e-03  +8.863e-49  +1.000e+00  +1.738e-05  -5.775e+00
29.598  56.028  2150113822922115582525440.000  1.16597  -2.8704642e+00  +6.8283659e-03  +8.822e-49  +1.000e+00  +1.715e-05  -5.771e+00
29.600  56.030  2155133609645957175050240.000  1.16597  -2.8704506e+00  +6.7825834e-03  +8.781e-49  +1.000e+00  +1.692e-05  -5.768e+00
29.602  56.032  2160165115670954713808896.000  1.16597  -2.8704371e+00  +6.7371346e-03  +8.740e-49  +1.000e+00  +1.669e-05  -5.765e+00
29.604  56.035  2165208368359436187598848.000  1.16597  -2.8704236e+00  +6.6920172e-03  +8.700e-49  +1.000e+00  +1.647e-05  -5.761e+00
29.606  56.037  2170263395137588232716288.000  1.16597  -2.8704103e+00  +6.6472287e-03  +8.659e-49  +1.000e+00  +1.625e-05  -5.758e+00
29.608  56.039  2175330223495607530553344.000  1.16597  -2.8703971e+00  +6.6027668e-03  +8.619e-49  +1.000e+00  +1.603e-05  -5.754e+00
29.610  56.042  2180408880987850326147072.000  1.16597  -2.8703839e+00  +6.5586291e-03  +8.579e-49  +1.000e+00  +1.582e-05  -5.751e+00
29.612  56.044  2185499395232980067680256.000  1.16597  -2.8703708e+00  +6.5148133e-03  +8.539e-49  +1.000e+00  +1.561e-05  -5.747e+00
29.614  56.046  2190601793914121488433152.000  1.16597  -2.8703578e+00  +6.4713170e-03  +8.499e-49  +1.000e+00  +1.540e-05  -5.744e+00
29.616  56.049  2195716104779009320026112.000  1.16597  -2.8703449e+00  +6.4281379e-03  +8.459e-49  +1.000e+00  +1.520e-05  -5.740e+00
29.618  56.051  2200842355640137810968576.000  1.16597  -2.8703321e+00  +6.3852738e-03  +8.420e-49  +1.000e+00  +1.500e-05  -5.736e+00
29.620  56.053  2205980574374916687659008.000  1.16597  -2.8703194e+00  +6.3427223e-03  +8.381e-49  +1.000e+00  +1.480e-05  -5.733e+00
29.622  56.056  2211130788925817988579328.000  1.16597  -2.8703068e+00  +6.3004812e-03  +8.342e-49  +1.000e+00  +1.460e-05  -5.729e+00
29.624  56.058  2216293027300530683117568.000  1.16597  -2.8702942e+00  +6.2585482e-03  +8.303e-49  +1.000e+00  +1.441e-05  -5.725e+00
29.626  56.060  2221467317572113948213248.000  1.16597  -2.8702817e+00  +6.2169212e-03  +8.264e-49  +1.000e+00  +1.421e-05  -5.722e+00
29.628  56.063  2226653687879146686906368.000  1.16597  -2.8702693e+00  +6.1755978e-03  +8.226e-49  +1.000e+00  +1.403e-05  -5.718e+00
29.630  56.065  2231852166425886173691904.000  1.16597  -2.8702570e+00  +6.1345760e-03  +8.188e-49  +1.000e+00  +1.384e-05  -5.714e+00
29.632  56.067  2237062781482415694020608.000  1.16597  -2.8702448e+00  +6.0938535e-03  +8.150e-49  +1.000e+00  +1.366e-05  -5.710e+00
29.634  56.070  2242285561384802384347136.000  1.16597  -2.8702326e+00  +6.0534281e-03  +8.112e-49  +1.000e+00  +1.348e-05  -5.707e+00
29.636  56.072  2247520534535250777210880.000  1.16597  -2.8702206e+00  +6.0132977e-03  +8.074e-49  +1.000e+00  +1.330e-05  -5.703e+00
29.638  56.074  2252767729402255272574976.000  1.16597  -2.8702086e+00  +5.9734602e-03  +8.036e-49  +1.000e+00  +1.312e-05  -5.699e+00
29.640  56.077  2258027174520757172568064.000  1.16597  -2.8701967e+00  +5.9339135e-03  +7.999e-49  +1.000e+00  +1.295e-05  -5.695e+00
29.642  56.079  2263298898492300642484224.000  1.16597  -2.8701849e+00  +5.8946554e-03  +7.962e-49  +1.000e+00  +1.278e-05  -5.691e+00
29.644  56.081  2268582929985186792734720.000  1.16597  -2.8701731e+00  +5.8556839e-03  +7.925e-49  +1.000e+00  +1.261e-05  -5.687e+00
29.646  56.084  2273879297734629102977024.000  1.16597  -2.8701614e+00  +5.8169968e-03  +7.888e-49  +1.000e+00  +1.244e-05  -5.683e+00
29.648  56.086  2279188030542914483388416.000  1.16597  -2.8701498e+00  +5.7785922e-03  +7.851e-49  +1.000e+00  +1.228e-05  -5.679e+00
29.650  56.088  2284509157279553061650432.000  1.16597  -2.8701383e+00  +5.7404680e-03  +7.815e-49  +1.000e+00  +1.212e-05  -5.675e+00
29.652  56.091  2289842706881440317964288.000  1.16597  -2.8701269e+00  +5.7026221e-03  +7.778e-49  +1.000e+00  +1.196e-05  -5.671e+00
29.654  56.093  2295188708353013046050816.000  1.16597  -2.8701155e+00  +5.6650525e-03  +7.742e-49  +1.000e+00  +1.180e-05  -5.667e+00
29.656  56.095  2300547190766408535375872.000  1.16597  -2.8701042e+00  +5.6277573e-03  +7.706e-49  +1.000e+00  +1.165e-05  -5.663e+00
29.658  56.098  2305918183261618653102080.000  1.16597  -2.8700930e+00  +5.5907344e-03  +7.670e-49  +1.000e+00  +1.150e-05  -5.659e+00
29.660  56.100  2311301715046654395023360.000  1.16597  -2.8700818e+00  +5.5539819e-03  +7.635e-49  +1.000e+00  +1.135e-05  -5.655e+00
29.662  56.102  2316697815397700772823040.000  1.16597  -2.8700708e+00  +5.5174979e-03  +7.599e-49  +1.000e+00  +1.120e-05  -5.650e+00
29.664  56.105  2322106513659278412218368.000  1.16597  -2.8700598e+00  +5.4812803e-03  +7.564e-49  +1.000e+00  +1.105e-05  -5.646e+00
29.666  56.107  2327527839244400587702272.000  1.16597  -2.8700489e+00  +5.4453272e-03  +7.528e-49  +1.000e+00  +1.091e-05  -5.642e+00
29.668  56.109  2332961821634735625994240.000  1.16597  -2.8700380e+00  +5.4096368e-03  +7.493e-49  +1.000e+00  +1.076e-05  -5.638e+00
29.670  56.112  2338408490380766356701184.000  1.16597  -2.8700272e+00  +5.3742071e-03  +7.459e-49  +1.000e+00  +1.062e-05  -5.633e+00
29.672  56.114  2343867875101951978897408.000  1.16597  -2.8700165e+00  +5.3390362e-03  +7.424e-49  +1.000e+00  +1.048e-05  -5.629e+00
29.674  56.116  2349340005486886974914560.000  1.16597  -2.8700059e+00  +5.3041223e-03  +7.389e-49  +1.000e+00  +1.035e-05  -5.625e+00
29.676  56.119  2354824911293467003453440.000  1.16597  -2.8699953e+00  +5.2694635e-03  +7.355e-49  +1.000e+00  +1.021e-05  -5.620e+00
29.678  56.121  2360322622349045397454848.000  1.16597  -2.8699848e+00  +5.2350579e-03  +7.321e-49  +1.000e+00  +1.008e-05  -5.616e+00
29.680  56.123  2365833168550599594082304.000  1.16597  -2.8699743e+00  +5.2009038e-03  +7.287e-49  +1.000e+00  +9.948e-06  -5.612e+00
29.682  56.126  2371356579864891927560192.000  1.16597  -2.8699640e+00  +5.1669993e-03  +7.253e-49  +1.000e+00  +9.819e-06  -5.607e+00
29.684  56.128  2376892886328633106366464.000  1.16597  -2.8699537e+00  +5.1333425e-03  +7.219e-49  +1.000e+00  +9.692e-06  -5.603e+00
29.686  56.130  2382442118048647301038080.000  1.16597  -2.8699434e+00  +5.0999318e-03  +7.185e-49  +1.000e+00  +9.566e-06  -5.598e+00
29.688  56.133  2388004305202032131702784.000  1.16597  -2.8699333e+00  +5.0667653e-03  +7.152e-49  +1.000e+00  +9.442e-06  -5.594e+00
29.690  56.135  2393579478036326440239104.000  1.16597  -2.8699232e+00  +5.0338412e-03  +7.119e-49  +1.000e+00  +9.320e-06  -5.589e+00
29.692  56.137  2399167666869674841210880.000  1.16597  -2.8699131e+00  +5.0011578e-03  +7.086e-49  +1.000e+00  +9.199e-06  -5.584e+00
29.694  56.139  2404768902090989051576320.000  1.16597  -2.8699032e+00  +4.9687133e-03  +7.053e-49  +1.000e+00  +9.080e-06  -5.580e+00
29.696  56.142  2410383214160117810331648.000  1.16597  -2.8698933e+00  +4.9365061e-03  +7.020e-49  +1.000e+00  +8.963e-06  -5.575e+00
29.698  56.144  2416010633608010892574720.000  1.16597  -2.8698834e+00  +4.9045343e-03  +6.987e-49  +1.000e+00  +8.847e-06  -5.570e+00
29.700  56.146  2421651191036883123568640.000  1.16597  -2.8698736e+00  +4.8727963e-03  +6.955e-49  +1.000e+00  +8.733e-06  -5.566e+00
29.702  56.149  2427304917120385372127232.000  1.16597  -2.8698639e+00  +4.8412904e-03  +6.922e-49  +1.000e+00  +8.620e-06  -5.561e+00
29.704  56.151  2432971842603765343453184.000  1.16597  -2.8698543e+00  +4.8100150e-03  +6.890e-49  +1.000e+00  +8.509e-06  -5.556e+00
29.706  56.153  2438651998304042062184448.000  1.16597  -2.8698447e+00  +4.7789682e-03  +6.858e-49  +1.000e+00  +8.400e-06  -5.551e+00
29.708  56.156  2444345415110167202103296.000  1.16597  -2.8698352e+00  +4.7481486e-03  +6.826e-49  +1.000e+00  +8.292e-06  -5.547e+00
29.710  56.158  2450052123983199032311808.000  1.16597  -2.8698257e+00  +4.7175543e-03  +6.794e-49  +1.000e+00  +8.185e-06  -5.542e+00
29.712  56.160  2455772155956462941634560.000  1.16597  -2.8698163e+00  +4.6871839e-03  +6.763e-49  +1.000e+00  +8.080e-06  -5.537e+00
29.714  56.163  2461505542135731290374144.000  1.16597  -2.8698070e+00  +4.6570357e-03  +6.731e-49  +1.000e+00  +7.977e-06  -5.532e+00
29.716  56.165  2467252313699380176617472.000  1.16597  -2.8697977e+00  +4.6271080e-03  +6.700e-49  +1.000e+00  +7.874e-06  -5.527e+00
29.718  56.167  2473012501898570361733120.000  1.16597  -2.8697884e+00  +4.5973993e-03  +6.669e-49  +1.000e+00  +7.774e-06  -5.522e+00
29.720  56.170  2478786138057408331644928.000  1.16597  -2.8697793e+00  +4.5679080e-03  +6.638e-49  +1.000e+00  +7.674e-06  -5.517e+00
29.722  56.172  2484573253573124537974784.000  1.16597  -2.8697702e+00  +4.5386325e-03  +6.607e-49  +1.000e+00  +7.576e-06  -5.512e+00
29.724  56.174  2490373879916238217412608.000  1.16597  -2.8697611e+00  +4.5095712e-03  +6.576e-49  +1.000e+00  +7.479e-06  -5.507e+00
29.726  56.177  2496188048630732411633664.000  1.16597  -2.8697521e+00  +4.4807226e-03  +6.545e-49  +1.000e+00  +7.384e-06  -5.502e+00
29.728  56.179  2502015791334222007894016.000  1.16597  -2.8697432e+00  +4.4520851e-03  +6.515e-49  +1.000e+00  +7.290e-06  -5.497e+00
29.730  56.181  2507857139718128222076928.000  1.16597  -2.8697343e+00  +4.4236573e-03  +6.485e-49  +1.000e+00  +7.197e-06  -5.491e+00
29.732  56.184  2513712125547853081739264.000  1.16597  -2.8697255e+00  +4.3954375e-03  +6.455e-49  +1.000e+00  +7.106e-06  -5.486e+00
29.734  56.186  2519580780662945856094208.000  1.16597  -2.8697167e+00  +4.3674244e-03  +6.424e-49  +1.000e+00  +7.015e-06  -5.481e+00
29.736  56.188  2525463136977283444637696.000  1.16597  -2.8697080e+00  +4.3396163e-03  +6.395e-49  +1.000e+00  +6.926e-06  -5.476e+00
29.738  56.191  2531359226479241102098432.000  1.16597  -2.8696994e+00  +4.3120118e-03  +6.365e-49  +1.000e+00  +6.838e-06  -5.470e+00
29.740  56.193  2537269081231863163387904.000  1.16597  -2.8696908e+00  +4.2846095e-03  +6.335e-49  +1.000e+00  +6.752e-06  -5.465e+00
29.742  56.195  2543192733373043432226816.000  1.16597  -2.8696822e+00  +4.2574078e-03  +6.306e-49  +1.000e+00  +6.666e-06  -5.460e+00
29.744  56.198  2549130215115697516707840.000  1.16597  -2.8696738e+00  +4.2304053e-03  +6.276e-49  +1.000e+00  +6.582e-06  -5.454e+00
29.746  56.200  2555081558747932480503808.000  1.16597  -2.8696653e+00  +4.2036005e-03  +6.247e-49  +1.000e+00  +6.499e-06  -5.449e+00
29.748  56.202  2561046796633233137074176.000  1.16597  -2.8696569e+00  +4.1769921e-03  +6.218e-49  +1.000e+00  +6.417e-06  -5.443e+00
29.750  56.205  2567025961210632237744128.000  1.16597  -2.8696486e+00  +4.1505786e-03  +6.189e-49  +1.000e+00  +6.336e-06  -5.438e+00
29.752  56.207  2573019084994884954750976.000  1.16597  -2.8696403e+00  +4.1243586e-03  +6.160e-49  +1.000e+00  +6.256e-06  -5.432e+00
29.754  56.209  2579026200576651417354240.000  1.16597  -2.8696321e+00  +4.0983306e-03  +6.132e-49  +1.000e+00  +6.177e-06  -5.427e+00
29.756  56.212  2585047340622666899914752.000  1.16597  -2.8696239e+00  +4.0724933e-03  +6.103e-49  +1.000e+00  +6.100e-06  -5.421e+00
29.758  56.214  2591082537875927579230208.000  1.16597  -2.8696158e+00  +4.0468454e-03  +6.075e-49  +1.000e+00  +6.023e-06  -5.416e+00
29.760  56.216  2597131825155861796356096.000  1.16597  -2.8696078e+00  +4.0213853e-03  +6.047e-49  +1.000e+00  +5.948e-06  -5.410e+00
29.762  56.219  2603195235358510982103040.000  1.16597  -2.8695997e+00  +3.9961118e-03  +6.018e-49  +1.000e+00  +5.873e-06  -5.404e+00
29.764  56.221  2609272801456713803759616.000  1.16597  -2.8695918e+00  +3.9710236e-03  +5.990e-49  +1.000e+00  +5.800e-06  -5.399e+00
29.766  56.223  2615364556500276890042368.000  1.16597  -2.8695839e+00  +3.9461192e-03  +5.963e-49  +1.000e+00  +5.727e-06  -5.393e+00
29.768  56.226  2621470533616157367205888.000  1.16597  -2.8695760e+00  +3.9213973e-03  +5.935e-49  +1.000e+00  +5.656e-06  -5.387e+00
29.770  56.228  2627590766008647005765632.000  1.16597  -2.8695682e+00  +3.8968567e-03  +5.907e-49  +1.000e+00  +5.585e-06  -5.381e+00
29.772  56.230  2633725286959549387898880.000  1.16597  -2.8695604e+00  +3.8724959e-03  +5.880e-49  +1.000e+00  +5.515e-06  -5.375e+00
29.774  56.233  2639874129828360832942080.000  1.16597  -2.8695527e+00  +3.8483138e-03  +5.852e-49  +1.000e+00  +5.447e-06  -5.370e+00
29.776  56.235  2646037328052455080984576.000  1.16597  -2.8695450e+00  +3.8243089e-03  +5.825e-49  +1.000e+00  +5.379e-06  -5.364e+00
29.778  56.237  2652214915147259923398656.000  1.16597  -2.8695374e+00  +3.8004800e-03  +5.798e-49  +1.000e+00  +5.312e-06  -5.358e+00
29.780  56.240  2658406924706444570787840.000  1.16597  -2.8695298e+00  +3.7768259e-03  +5.771e-49  +1.000e+00  +5.246e-06  -5.352e+00
29.782  56.242  2664613390402099504742400.000  1.16597  -2.8695223e+00  +3.7533452e-03  +5.744e-49  +1.000e+00  +5.181e-06  -5.346e+00
29.784  56.244  2670834345984920087691264.000  1.16597  -2.8695148e+00  +3.7300367e-03  +5.717e-49  +1.000e+00  +5.117e-06  -5.340e+00
29.786  56.247  2677069825284391246495744.000  1.16597  -2.8695074e+00  +3.7068992e-03  +5.691e-49  +1.000e+00  +5.054e-06  -5.334e+00
29.788  56.249  2683319862208970008559616.000  1.16597  -2.8695000e+00  +3.6839314e-03  +5.664e-49  +1.000e+00  +4.991e-06  -5.327e+00
29.790  56.251  2689584490746272332906496.000  1.16597  -2.8694926e+00  +3.6611321e-03  +5.638e-49  +1.000e+00  +4.930e-06  -5.321e+00
29.792  56.254  2695863744963255646289920.000  1.16597  -2.8694853e+00  +3.6385000e-03  +5.612e-49  +1.000e+00  +4.869e-06  -5.315e+00
29.794  56.256  2702157659006403526787072.000  1.16597  -2.8694781e+00  +3.6160340e-03  +5.586e-49  +1.000e+00  +4.809e-06  -5.309e+00
29.796  56.258  2708466267101914145488896.000  1.16597  -2.8694709e+00  +3.5937328e-03  +5.560e-49  +1.000e+00  +4.750e-06  -5.303e+00
29.798  56.261  2714789603555884413222912.000  1.16597  -2.8694637e+00  +3.5715953e-03  +5.534e-49  +1.000e+00  +4.692e-06  -5.296e+00
29.800  56.263  2721127702754498959114240.000  1.16597  -2.8694566e+00  +3.5496202e-03  +5.508e-49  +1.000e+00  +4.634e-06  -5.290e+00
29.802  56.265  2727480599164213203566592.000  1.16597  -2.8694495e+00  +3.5278063e-03  +5.482e-49  +1.000e+00  +4.577e-06  -5.284e+00
29.804  56.268  2733848327331945558048768.000  1.16597  -2.8694425e+00  +3.5061526e-03  +5.457e-49  +1.000e+00  +4.521e-06  -5.277e+00
29.806  56.270  2740230921885261571817472.000  1.16597  -2.8694355e+00  +3.4846579e-03  +5.431e-49  +1.000e+00  +4.466e-06  -5.271e+00
29.808  56.272  2746628417532565057961984.000  1.16597  -2.8694285e+00  +3.4633209e-03  +5.406e-49  +1.000e+00  +4.411e-06  -5.264e+00
29.810  56.275  2753040849063284387610624.000  1.16597  -2.8694216e+00  +3.4421405e-03  +5.381e-49  +1.000e+00  +4.358e-06  -5.258e+00
29.812  56.277  2759468251348062542233600.000  1.16597  -2.8694148e+00  +3.4211157e-03  +5.356e-49  +1.000e+00  +4.305e-06  -5.251e+00
29.814  56.279  2765910659338948776558592.000  1.16597  -2.8694079e+00  +3.4002452e-03  +5.331e-49  +1.000e+00  +4.252e-06  -5.245e+00
29.816  56.282  2772368108069585986519040.000  1.16597  -2.8694011e+00  +3.3795280e-03  +5.306e-49  +1.000e+00  +4.201e-06  -5.238e+00
29.818  56.284  2778840632655402909040640.000  1.16597  -2.8693944e+00  +3.3589629e-03  +5.282e-49  +1.000e+00  +4.150e-06  -5.232e+00
29.820  56.286  2785328268293802563731456.000  1.16597  -2.8693877e+00  +3.3385489e-03  +5.257e-49  +1.000e+00  +4.099e-06  -5.225e+00
29.822  56.289  2791831050264360895119360.000  1.16597  -2.8693811e+00  +3.3182848e-03  +5.233e-49  +1.000e+00  +4.050e-06  -5.218e+00
29.824  56.291  2798349013929007698149376.000  1.16597  -2.8693744e+00  +3.2981695e-03  +5.208e-49  +1.000e+00  +4.001e-06  -5.212e+00
29.826  56.293  2804882194732230092259328.000  1.16597  -2.8693679e+00  +3.2782021e-03  +5.184e-49  +1.000e+00  +3.952e-06  -5.205e+00
29.828  56.296  2811430628201253983748096.000  1.16597  -2.8693613e+00  +3.2583813e-03  +5.160e-49  +1.000e+00  +3.905e-06  -5.198e+00
29.830  56.298  2817994349946246466109440.000  1.16597  -2.8693548e+00  +3.2387061e-03  +5.136e-49  +1.000e+00  +3.858e-06  -5.191e+00
29.832  56.300  2824573395660510167302144.000  1.16597  -2.8693484e+00  +3.2191756e-03  +5.112e-49  +1.000e+00  +3.811e-06  -5.184e+00
29.834  56.303  2831167801120669543956480.000  1.16597  -2.8693420e+00  +3.1997885e-03  +5.088e-49  +1.000e+00  +3.766e-06  -5.177e+00
29.836  56.305  2837777602186870597353472.000  1.16597  -2.8693356e+00  +3.1805439e-03  +5.065e-49  +1.000e+00  +3.720e-06  -5.170e+00
29.838  56.307  2844402834802974683824128.000  1.16597  -2.8693292e+00  +3.1614408e-03  +5.041e-49  +1.000e+00  +3.676e-06  -5.163e+00
29.840  56.310  2851043534996754472632320.000  1.16597  -2.8693229e+00  +3.1424781e-03  +5.017e-49  +1.000e+00  +3.632e-06  -5.156e+00
29.842  56.312  2857699738880092051341312.000  1.16597  -2.8693167e+00  +3.1236548e-03  +4.994e-49  +1.000e+00  +3.589e-06  -5.149e+00
29.844  56.314  2864371482649166293762048.000  1.16597  -2.8693104e+00  +3.1049699e-03  +4.971e-49  +1.000e+00  +3.546e-06  -5.142e+00
29.846  56.317  2871058802584663313350656.000  1.16597  -2.8693042e+00  +3.0864224e-03  +4.948e-49  +1.000e+00  +3.504e-06  -5.135e+00
29.848  56.319  2877761735051965978640384.000  1.16597  -2.8692981e+00  +3.0680112e-03  +4.925e-49  +1.000e+00  +3.462e-06  -5.128e+00
29.850  56.321  2884480316501348260511744.000  1.16597  -2.8692920e+00  +3.0497355e-03  +4.902e-49  +1.000e+00  +3.421e-06  -5.121e+00
29.852  56.324  2891214583468183001235456.000  1.16597  -2.8692859e+00  +3.0315941e-03  +4.879e-49  +1.000e+00  +3.380e-06  -5.113e+00
29.854  56.326  2897964572573134651129856.000  1.16597  -2.8692798e+00  +3.0135862e-03  +4.856e-49  +1.000e+00  +3.340e-06  -5.106e+00
29.856  56.328  2904730320522356300185600.000  1.16597  -2.8692738e+00  +2.9957107e-03  +4.834e-49  +1.000e+00  +3.301e-06  -5.099e+00
